1791311,7202,Aberharts Road,Grovetown,Blenheim
1838728,0632,Aberley Road,Schnapper Rock,Auckland
3077770,2679,Abernethy Way,Patumahoe,Pukekohe
1794415,6037,Abilene Crescent,Churton Park,Wellington
1835292,2105,Abilene Place,Manurewa,Auckland
1776005,8042,Abingdon Court,Avonhead,Christchurch
1824375,1071,Abingdon Place,Glendowie,Auckland
1774307,9024,Abingdon Place,Mosgiel,
1806678,3500,Abingdon Place,Thames,
1856052,7615,Abington Way,Rolleston,
1829726,2024,Abiru Crescent,Favona,Auckland
1799272,4414,Abraham Crescent,Milson,Palmerston North
1788443,7010,Abraham Heights,"Toi Toi,Washington Valley",Nelson
3070346,1072,Abraham Place,Saint Johns,Auckland
1820132,0476,Abraham Road,Mangamuka,Okaihau
1836070,3591,Abrahamson Drive,Whitianga,
1841013,0171,Abraham Street,Ruakaka,
1774098,9587,Abram Road,Park Hill,Tapanui
3082300,3611,Abre Lane,Waihi Beach,
1785786,8053,Abros Place,Burnside,Christchurch
3081663,3214,Absolum Crescent,Chartwell,Hamilton
3013361,5032,Aburoc Place,Paraparaumu Beach,Paraparaumu
1813142,3800,Acacia Avenue,Kihikihi,Te Awamutu
1771995,9011,Acacia Avenue,Maryhill,Dunedin
1793221,5010,Acacia Avenue,Maungaraki,Lower Hutt
1837663,7400,Acacia Avenue,Rangiora,
3046717,5872,Acacia Avenue,Riversdale Beach,Masterton
1784674,8041,Acacia Avenue,Upper Riccarton,Christchurch
3007927,3330,Acacia Bay Road,"Acacia Bay,Nukuhau",Taupo
1814629,3116,Acacia Court,Mount Maunganui,
1799107,3330,Acacia Court,Nukuhau,Taupo
1838689,3510,Acacia Court,Whitianga,
1804395,3206,Acacia Crescent,Glenview,Hamilton
1781572,7973,Acacia Drive,Levels,Timaru
1832961,0110,Acacia Drive,Raumanga,Whangarei
1814060,3283,Acacia Grove,Tamahere,Hamilton
1813301,3385,Acacia Heights Drive,Acacia Bay,Taupo
1816887,4312,Acacia Place,Bell Block,New Plymouth
1809119,3110,Acacia Place,Matua,Tauranga
1810102,3076,Acacia Road,Lake Okareka,Rotorua
1821977,0632,Acacia Road,Torbay,Auckland
1799260,4414,Acacia Street,Kelvin Grove,Palmerston North
3084096,8041,Academy Courts,Ilam,Christchurch
1812541,3330,A C Baths Avenue,Tauhara,Taupo
3084205,7614,Accadia Drive,Rolleston,
3039443,3110,Accadia Lane,"Tauranga,Tauranga South",Tauranga
1830011,,Accent Drive,"East Tamaki,Flat Bush",Auckland
1807972,0230,Access Heights,Kerikeri,
1819837,0230,Access Road,Kerikeri,
1818409,,Access Road,Kumeu,
1794409,6022,Access Road,Maupuia,Wellington
1830649,0591,Access Road,Ruawai,
3022122,4795,Access Road No 17,Waiouru Military Area,Waiouru
1796497,3989,Access Road No 3,Tongariro Forest Park,
1796500,3989,Access Road No 4,Tongariro,Turangi
1796499,3382,Access Road No 5,Otukou,Turangi
1841031,4702,Accolade Street,Feilding,
3078624,0892,Accolage Boulevard,Kumeu,
3000406,7782,Accommodation Road,"Barrhill,Highbank","Lauriston,Methven"
1786203,7674,Accommodation Road,Lincoln,
3080575,2578,Accord Place,Karaka,Papakura
3084532,8051,Accrington Drive,Marshland,Christchurch
1831510,1021,Ace Place,Kingsland,Auckland
1839886,3118,Acerosa Way,Papamoa Beach,Papamoa
3030469,7572,Acheron Avenue,Lake Coleridge,
3062096,8041,Acheron Drive,"Riccarton,Upper Riccarton",Christchurch
1786090,7334,Acheron Heights,Hanmer Springs,
1837356,9304,Acheron Place,Lake Hayes,Queenstown
1792116,5026,Acheron Road,Paremata,Porirua
1796121,9600,Acheron Way,Te Anau,
1783291,8013,Acheson Avenue,"Mairehau,Shirley",Christchurch
3040892,3434,Achilles Avenue,Cambridge,
1781891,7010,Achilles Avenue,Nelson,
1771992,9012,Achilles Avenue,Saint Clair,Dunedin
1798098,5510,Achilles Avenue,Waitarere Beach,Levin
1806093,3620,Achilles Avenue,Whangamata,
1793545,5028,Achilles Close,Tawa,Wellington
1799280,4410,Achilles Court,Palmerston North,
1821863,0624,Achilles Crescent,"Devonport,Narrow Neck",Auckland
1809121,3112,Achilles Crescent,Welcome Bay,Tauranga
1799062,4720,Achilles Drive,Taihape,
1785339,7630,Achilles Parade,The Pines Beach,
1775354,9305,Achilles Place,Wanaka,
1813835,3210,Achilles Rise,Flagstaff,Hamilton
1810155,3020,Achilles Road,Mamaku,
1978392,3384,Achilles Road,Tahorakuri Forest,Reporoa
1790193,7805,Achilles Street,Blaketown,Greymouth
1783294,8061,Achilles Street,"Burwood,Dallington",Christchurch
1811916,4332,Achilles Street,Stratford,
3031999,4108,Achilles Street,Wairoa,
1770944,9310,Achil Street,Cromwell,
1777019,9876,Achison Road,"Branxholme,Ryal Bush",Invercargill
1779627,7379,Achray Road,Rotherham,
1779628,7332,Achray Street,Waiau,
1776682,9879,Ackers Road,New River Ferry,Invercargill
1809124,3110,Acklam Avenue,Otumoetai,Tauranga
1780388,7600,Ackland Avenue,Burnham,
1804600,4200,Acklin Street,Waipukurau,
1781578,7985,Ackroyd Road,Temuka,
1817228,4373,Ackworth Road,Lepperton,New Plymouth
1787443,8061,Acland Avenue,Avonside,Christchurch
1828250,2010,Acland Place,Botany Downs,Auckland
1781577,7992,Acland Street,Arundel,Geraldine
1790445,7881,Acland Street,Kokatahi,
1832791,2016,Aclare Place,East Tamaki,Auckland
1832195,2010,Acmena Lane,Pakuranga,Auckland
1785787,8023,Acorn Close,Waltham,Christchurch
1816074,3112,Acornia Close,Ohauiti,Tauranga
1838130,3300,Acorn Lane,Morrinsville,
1795708,7400,Acorn Lane,Rangiora,
1812082,7614,Acorn Place,Rolleston,
1825309,1023,Acorn Street,Royal Oak,Auckland
1842355,7011,Acorn Way,Stoke,Nelson
1817562,4610,Acourt Street,Hawera,
3055066,4817,A'Court Street,Sanson,
1836175,2113,Acqua Place,Karaka,Papakura
3081516,7608,Acrasia Street,Lincoln,
1776681,9876,Actaeon Road,Makarewa,Invercargill
1777013,9793,Acton Downs Road,Acton,
1824381,0600,Acton Place,Avondale,Auckland
1796739,4500,Acton Place,Saint Johns Hill,Whanganui
1780989,,Acton Road,"Dorie,Rakaia",
1783299,8011,Acton Street,Christchurch Central,Christchurch
1781582,7903,Acton Street,Pleasant Point,
1833839,3210,Acton Vale,Rototuna North,Hamilton
1802214,4010,Ada Beer Place,Mangapapa,Gisborne
3079442,3434,Ada Close,Cambridge,
1788985,7120,Adair Drive,Motueka,
1832840,2103,Adair Place,Weymouth,Auckland
3014775,7972,Adair Road,"Adair,Pareora West",Timaru
1790444,7886,Adair Road,Haast,
1790706,7883,Adair Road,Ruatapu,
1781576,7972,Adair Settlement Road,Adair,Timaru
1802212,4010,Adair Street,Whataupoko,Gisborne
1794407,6037,Adair Way,Johnsonville,Wellington
3083655,0793,Ada Lane,Riverhead,
1773669,9775,Adam Fleming Road,Crossans Corner,Gore
3082436,7615,Adamite Drive,Rolleston,
1785892,7773,Adam Jackson Road,"Ealing,Hinds",Ashburton
1818260,4312,Adam Lile Drive,Highlands Park,New Plymouth
1810210,3015,Adam Place,Mangakakahi,Rotorua
1808787,3116,Adams Avenue,Mount Maunganui,
1832054,2120,Adams Drive,Pukekohe,
3027038,9292,Adams Flat Road,"Crichton,Hillend,Milton","Balclutha,Milton"
1790514,7201,Adams Lane,Springlands,Blenheim
1776599,9810,Adamson Crescent,Glengarry,Invercargill
1771429,9302,Adamson Drive,Arrowtown,
1778448,9810,Adamson Place,Glengarry,Invercargill
1828242,2019,Adamson Road,Flat Bush,Auckland
1820361,0420,Adamson Road,Taipa,
1790441,7886,Adamson Road,Whataroa,
1782225,7978,Adamsons Road,Makikihi,Waimate
1795272,5889,Adams Peak Road,Mangapakeha,Masterton
1799271,4414,Adams Place,Kelvin Grove,Palmerston North
1826293,0112,Adams Place,Te Kamo,Whangarei
1786752,8023,Adams Place,Woolston,Christchurch
1830721,0474,Adams Road,Awarua,Kaikohe
1780386,7671,Adams Road,"Charing Cross,Greendale",Darfield
1773757,9274,Adams Road,Clydevale,
1806153,3575,Adams Road,"Coromandel Forest Park,Thornton Bay","Coromandel Forest Park,Thames"
1826468,0175,Adams Road,"Glenbervie,Whareora","Whangarei,Whareora"
1838618,0873,Adams Road,Kaukapakapa,
1780990,7773,Adams Road,Lowcliffe,Ashburton
1828244,2102,Adams Road,Manurewa,Auckland
1807891,3877,Adams Road,Parawera,
1827273,2676,Adams Road,Pukekohe,
1776121,9771,Adams Road,Pukerau,Gore
1780287,7683,Adams Road,Southbridge,
1782206,7978,Adams Road,Waimate,
1780666,7676,Adams Road,West Melton,
1785623,3582,Adams Road,Whangapoua,Coromandel
1802795,4010,Adams Road,Whataupoko,Gisborne
1827278,2120,Adams Road South,Pukekohe,
3020360,7700,Adams Street,"Hampstead,Netherby",Ashburton
1841958,7630,Adams Street,Kaiapoi,
1796312,4472,Adams Street,Linton,Palmerston North
1814341,3610,Adams Street,Waihi,
3058293,6021,Adams Terrace,"Aro Valley,Kelburn",Wellington
1774909,9016,Adam Street,Dunedin Central,Dunedin
1831512,1051,Adam Street,Greenlane,Auckland
1823593,0602,Adam Sunde Place,Glen Eden,Auckland
1842197,9481,Adam Sutherland Road,Goodwood,Palmerston
1814120,3214,Ada Place,Fairview Downs,Hamilton
1838642,9304,Ada Place,Lake Hayes,Queenstown
1802305,4122,Ada Street,"Havelock North,Parkvale","Hastings,Havelock North"
3073432,4410,Ada Street,"Hokowhitu,Palmerston North",Palmerston North
1824389,1050,Ada Street,Remuera,Auckland
1798095,4821,Ada Street,Shannon,
1809518,3120,Ada Vale,Whakatane,
3079913,8042,Ada Wells Court,Yaldhurst,Christchurch
1796741,4501,Addenbrooke Terrace,Springvale,Whanganui
1788105,7825,Adderley Street,Westport,
1776112,7630,Adderley Terrace,Kaiapoi,
1771994,9022,Adderley Terrace,Ravensbourne,Dunedin
1842439,7630,Addies Way,Kaiapoi,
1782228,7980,Addinell Lane,Waimate,
1828238,2102,Addington Avenue,Manurewa,Auckland
1805774,4112,Addington Place,Taradale,Napier
1795975,5581,Addington Road,Otaki,
1780384,7571,Addingtons Road,Darfield,
1841402,4010,Addison Court,Lytton West,Gisborne
1794992,3118,Addison Court,Papamoa Beach,Papamoa
1823597,0602,Addison Drive,Glendene,Auckland
1784151,8025,Addison Place,Halswell,Christchurch
1826466,0192,Addison Road,Pataua South,Parua Bay
1809509,3196,Addison Road,Waimana,
1824388,0600,Addison Street,Blockhouse Bay,Auckland
1812725,3432,Addison Street,Leamington,Cambridge
1803961,4110,Addison Street,Onekawa,Napier
1828251,2014,Addis Place,Shelly Park,Auckland
1798820,4795,Addis Road,Taihape,
1804301,4274,Addis Road,Tikokino,
3020008,,Adelaide Road,"Berhampore,Island Bay,Mount Cook,Newtown",Wellington
1805678,,Adelaide Road,Dannevirke,
1824378,1010,Adelaide Street,Auckland Central,Auckland
1780392,7571,Adelaide Street,Kirwee,
1793352,5012,Adelaide Street,Petone,Lower Hutt
1775536,9300,Adelaide Street,Queenstown,
1808418,3177,Adela Stewart Drive,Athenree,Waihi Beach
1808404,3177,Adela Stewart Drive West,Athenree,Waihi Beach
1796067,5032,Adele Lane,Paraparaumu,
1804854,4920,Adele Street,Woodville,
1835655,7197,Adele Way,Kaiteriteri,Motueka
1829826,0630,Adelie Place,Murrays Bay,Auckland
1829921,0632,Adelphi Place,Albany,Auckland
1791398,7300,Adelphi Terrace,Kaikoura,
1828243,2103,Adel Place,Weymouth,Auckland
1828252,2103,Aden Place,Clendon Park,Auckland
1842863,8025,Ader Close,Halswell,Christchurch
3069570,4371,Aderman Place,Hurworth,New Plymouth
3084413,4412,Adesanya Close,West End,Palmerston North
1787730,7472,Adian Way,Loburn,
3077741,2104,Adina Lane,Wiri,Auckland
1827674,2112,Adios Place,Conifer Grove,Takanini
1839216,0614,Aditi Close,Massey,Auckland
1801154,5510,Adkin Avenue,Levin,
3078384,2112,Adlam Lane,Takanini,Auckland
1837834,3112,Adler Drive,Ohauiti,Tauranga
3084313,7410,Adlington Lane,Amberley,
1813535,3584,Adlor Hill Road,Port Charles,Coromandel
1842222,5022,Admin Crescent,Kenepuru,Porirua
3067456,1041,Admiral Beatty Avenue,Mount Roskill,Auckland
1805833,3210,Admiral Crescent,Flagstaff,Hamilton
2004296,3591,Admiral Drive,Cooks Beach,Whitianga
3002162,4412,Admiral Place,"Highbury,Takaro",Palmerston North
3057043,5883,Admiral Road,"Admiral Hill,Gladstone",Gladstone
1832987,0632,Admirals Court Drive,Greenhithe,Auckland
1795433,5883,Admiral Station Road,Admiral Hill,Gladstone
1783300,8061,Admirals Way,New Brighton,Christchurch
1837374,7173,Admirals Way,Ruby Bay,Mapua
1840677,0204,Admiralty Drive,Haruru,
1791549,7220,Admiralty Place,Waikawa,Picton
1830097,0930,Admiralty Rise,Gulf Harbour,Whangaparaoa
1794403,6035,Admiralty Street,Crofton Downs,Wellington
3079494,0173,Admiral Way,Tutukaka,Whangarei
1804665,4974,Adolphus Street,Norsewood,
1792211,5024,Adonis Lane,Cannons Creek,Porirua
1828241,2012,Adonis Place,Half Moon Bay,Auckland
1798096,5036,Adrian Grove,Waikanae Beach,Waikanae
1783301,8061,Adrian Place,Shirley,Christchurch
1789829,7096,Adrians Road,Golden Downs,Wakefield
1812791,4332,Adrian Street,Stratford,
1805458,4999,Adrian Street,Woodville,
1822809,0612,Adriatic Avenue,Henderson,Auckland
3026994,7910,Adrienne Place,Glenwood,Timaru
1825502,1061,Adrienne Place,Onehunga,Auckland
1801280,4412,Adrien Way,Awapuni,Palmerston North
1833327,2013,Adrigole Close,East Tamaki,Auckland
1836637,3173,Adrine Lane,Ohauiti,Tauranga
1836610,9302,Advance Terrace,Arrowtown,
1830005,0632,Advance Way,Albany,Auckland
1827977,2014,Advene Road,"Cockle Bay,Shelly Park",Auckland
1792227,5024,Adventure Drive,Whitby,Porirua
1816885,4310,Adventure Street,Marfell,New Plymouth
1801746,4077,Adventure Street,Tolaga Bay,
3061817,5018,Advertiser Lane,"Elderslea,Upper Hutt Central",Upper Hutt
1792623,5018,Advocate Lane,Upper Hutt Central,Upper Hutt
1828248,2105,Advocate Place,Randwick Park,Auckland
3083319,3210,Adzebill Court,Rototuna North,Hamilton
1771652,9305,Aeolus Place,Wanaka,
3084083,7615,Aerial Road,Rolleston,
3078038,8042,Aermacchi Lane,Wigram,Christchurch
1775806,9876,Aerodrome Road,Anderson Park,Invercargill
1790738,7805,Aerodrome Road,Blaketown,Greymouth
1791310,7272,Aerodrome Road,Burleigh,Blenheim
3058779,3191,Aerodrome Road,"Coastlands,Thornton",Whakatane
1804664,4972,Aerodrome Road,Dannevirke,
3058778,4010,Aerodrome Road,"Elgin,Gisborne Airport",Gisborne
1787668,7893,Aerodrome Road,Karamea,
1795584,4071,Aerodrome Road,Matawhero,Gisborne
1808790,3116,Aerodrome Road,Mount Maunganui,
3077793,2112,Aeronautic Road,Takanini,Auckland
1842663,0794,Aeropark Drive,Dairy Flat,
1841349,3116,Aeropark Way,Mount Maunganui,
3079362,2112,Aero Place,Takanini,Auckland
1821691,0626,Aeroview Drive,Beach Haven,Auckland
1830178,2104,Aerovista Place,Wiri,Auckland
1823594,0612,Aetna Place,Henderson,Auckland
3020588,9792,Affleck Road,"Castle Downs,Mossburn","Dipton West,Mossburn"
1778168,9777,Affleck Road,Wendon,Riversdale
1781581,7903,Afghan Street,Pleasant Point,
1770470,9482,Afon Street,Moeraki,
3054153,9371,Afton Lane,Jacks Point,Queenstown
1823605,0612,Afton Place,Ranui,Auckland
1775929,9710,Afton Street,Gore,
1771991,9010,Afton Terrace,North East Valley,Dunedin
1833754,2016,Agapanthus Place,Flat Bush,Auckland
1832194,2024,Agar Place,Favona,Auckland
2014076,9384,Agate Close,Cromwell,
1792629,5018,Agate Grove,Birchville,Upper Hutt
1821976,0630,Agathis Avenue,Mairangi Bay,Auckland
3082025,8025,Agathis Crescent,Wigram,Christchurch
3083805,0814,Agave Place,Westgate,Auckland
1830946,0932,Agency Lane,Silverdale,
1815193,3420,Agincourt Place,Tokoroa,
1822482,0629,Agincourt Street,Glenfield,Auckland
1791306,7204,Agincourt Street,Renwick,
1837050,8022,Aglaia Place,Cracroft,Christchurch
3050417,5010,Aglionby Street,"Alicetown,Melling",Lower Hutt
2018174,0932,Agnes Court,Silverdale,
3068257,9011,Agnes Street,"Balaclava,Kenmure",Dunedin
1819158,0391,Agnes Street,Te Kopuru,
1780782,7700,Agnes Street,Tinwald,Ashburton
3077488,0632,Agnew Place,Albany,Auckland
1771144,9386,Agnew Road,"Ida Valley,Oturehua",Oturehua
1786576,7988,Agnew Road,Otaio,Saint Andrews
1781579,7982,Agnew Road,Totara Valley,Pleasant Point
1798821,4785,Agnews Road,Hunterville,
1771986,9016,Agnew Street,North Dunedin,Dunedin
1794422,6035,Agra Crescent,Khandallah,Wellington
1842233,2113,Agria Avenue,Karaka,Papakura
1790100,,Ahaura-Kopara Road,"Ahaura,Totara Flat",Ahaura
1790097,7871,Ahaura Street,Ahaura,
3080193,8083,Ahaura Street,Marshland,Christchurch
1790099,7872,Ahau Street,Moana,
3080738,4310,Aheahea Way,Hurworth,New Plymouth
1839462,5781,Ahearn Lane,Martinborough,
3040699,5792,Ahiaruhe Road,"Ahiaruhe,Ponatahi",Carterton
1795435,5792,Ahiaruhe Settlement Road,Ahiaruhe,Carterton
1815311,3800,Ahier Street,Te Awamutu,
1951085,0920,Ahi Kaa Lane,Snells Beach,
1833192,0373,Ahikiwi Road,Kaihu,
1795538,5794,Ahikouka Road,Ahikouka,Greytown
1801520,4078,Ahimanu Road,Tiniroto,Manutuke
1817564,4671,Ahipaipa Road,"Kapuni,Okaiawa",Hawera
1794348,0481,Ahipara Road,Ahipara,Kaitaia
3083348,2113,Ahipumau Road,Rosehill,Papakura
1802595,4091,Ahirau Road,Te Karaka,
1824377,0600,Ahiriri Avenue,Avondale,Auckland
3028342,7282,Ahitarakihi Bay,"Ahitarakihi Bay,Arapaoa Island",Marlborough Sounds
1803009,4977,Ahiweka Road,"Flemington,Ormondville",
1834006,5510,Ahmad Close,Levin,
3079624,2578,Aho Lane,Karaka,Papakura
3084725,0118,Aho Lane,One Tree Point,Whangarei
3077495,0932,Ahorangi Road,Silverdale,
1814041,3982,Ahoroa Ford East,Te Kuiti,
1815492,3910,Ahoroa Ford West,Te Kuiti,
1836724,5381,Ahoroa Road,Judgeford,Porirua
1814823,3982,Ahoroa Road,Rangitoto,Te Kuiti
1818192,4591,Ahoroa Road,Waverley,
1797170,4578,Ahu Ahu Valley Road,Paparangi,Whanganui
1840398,5791,Ahumahi Road,Waingawa,Carterton
3077762,0794,Ahumoana Road,Okura Bush,Silverdale
3079616,2578,Ahunga Road,Karaka,Papakura
3084597,2025,Ahunui Road,Middlemore Hospital,Auckland
1815673,3720,Ahurei Drive,Ngaruawahia,
1807954,3889,Ahurei Street,Kawhia,
3042889,4110,Ahuriri Bypass,Ahuriri,Napier
1770473,9412,Ahuriri Drive,Omarama,
1774430,9271,Ahuriri Flat Road,Ahuriri Flat,Kaka Point
1839015,9412,Ahuriri Heights,Omarama,
1805719,4110,Ahuriri Lane,Ahuriri,Napier
1780665,7672,Ahuriri Road,Tai Tapu,
1794414,6022,Ahuriri Street,Strathmore Park,Wellington
3049837,0981,Ahuroa Road,"Makarau,Puhoi",Warkworth
1813460,4392,Ahuroa Road,Toko,Stratford
1826462,0582,Ahuroa Road,Waipu,
1821174,0981,Ahuroa Valley Road,Makarau,Warkworth
3080604,0616,Ahuru Lane,Hobsonville,Auckland
3071487,3112,Ahuru Place,Pyes Pa,Tauranga
1798745,4710,Ahuru Street,Marton,
3079105,0900,Ahuru Street,Wellsford,
3079486,0932,Ahutoetoe Road,Wainui,
1840738,0272,Ahutoru Drive,Russell,
3078921,1061,Ahuwhenua Crescent,Onehunga,Auckland
1827270,2583,Aicken Road,Hunua,
1778795,9879,Aicken Road,Otatara,Invercargill
1806339,3620,Aickin Road,Whangamata,
1806443,8025,Aidanfield Drive,"Aidanfield,Halswell,Wigram",Christchurch
1834396,4120,Aiden Lane,Raureka,Hastings
3081918,2582,Aidens Way,"Ardmore,Clevedon","Clevedon,Papakura"
1796735,4501,Aiken Road,Saint Johns Hill,Whanganui
3024098,7771,Aikens Road,"Greenstreet,Lauriston,Winchmore","Ashburton,Lauriston"
1787851,7891,Aiken Street,Waimangaroa,Westport
1783298,8014,Aikmans Road,Merivale,Christchurch
1807465,3200,Aileen Place,Nawton,Hamilton
1784681,8041,Aileen Place,Upper Riccarton,Christchurch
1806345,3691,Aileen Place,Whangamata,
1841797,0794,Aileron Rise,Dairy Flat,
1806354,3508,Ailsa Place,Tairua,
1773959,9532,Ailsa Street,Lawrence,
1783292,8013,Ailsa Street,Mairehau,Christchurch
1774911,9016,Ailsa Street,North Dunedin,Dunedin
1809987,3910,Ailsa Street,Te Kuiti,
1778524,9816,Ailsa Street,Wallacetown,
1770136,9481,Ainges Road,"Mount Trotter,Nenthorn,Stoneburn","Macraes Flat,Palmerston"
1828239,2102,Ainsdale Place,Manurewa,Auckland
1771993,9010,Ainslee Place,North East Valley,Dunedin
1816886,4312,Ainslee Street,Highlands Park,New Plymouth
1806975,3600,Ainslie Road,Paeroa,
1808402,3176,Ainsworth Road,Minden,Tauranga
1828237,2022,Aintree Avenue,Mangere,Auckland
1799276,4412,Aintree Crescent,Awapuni,Palmerston North
1796357,6037,Aintree Grove,Churton Park,Wellington
1808791,3116,Aintree Place,Mount Maunganui,
1770606,7400,Aintree Place,Rangiora,
1805710,4112,Aintree Place,Taradale,Napier
1805780,4130,Aintree Road,Havelock North,
1784671,8051,Aintree Street,Bishopdale,Christchurch
1807485,3200,Aintree Street,Nawton,Hamilton
1838710,2016,Ainwick Road,Flat Bush,Auckland
3081550,1042,Aio Lane,Hillsborough,Auckland
1831368,0781,Aio Wira Road,Waitakere,Auckland
3038409,8016,Air Base Road,Chatham Island,Chatham Islands
3032934,0632,Airborne Road,"Albany,Rosedale",Auckland
1800260,5011,Airdrie Avenue,Epuni,Lower Hutt
1807500,3200,Airdrie Lane,Beerescourt,Hamilton
1831367,0612,Airdrie Road,Ranui,Auckland
1787351,7891,Airdrie Street,Waimangaroa,Westport
1783311,8013,Airedale Place,Christchurch Central,Christchurch
1817219,4320,Airedale Place,Waitara,
3071176,,Airedale Road,"Airedale,Weston",Oamaru
3069277,1010,Airedale Street,"Auckland Central,Grafton",Auckland
1771997,9016,Airedale Street,Dunedin Central,Dunedin
1821978,0630,Airey Place,Torbay,Auckland
1781571,7986,Airey Road,Winchester,
3064077,,Airfield Road,"Ardmore,Takanini","Auckland,Papakura"
3077498,0932,Airini Road,Silverdale,
1803596,4294,Airini Road,Waimarama,
1792302,5026,Airlie Road,"Hongoeka,Plimmerton,Pukerua Bay",Porirua
3005301,7071,Airlie Street,Glenduan,Nelson
3078122,0616,Airmens Lane,Hobsonville,Auckland
